"","SYMBOL","GSM2211605","GSM2211606","GSM2211607","GSM2211608","GSM2211609","GSM2211610","GSM2211611","GSM2211612","GSM2211613","GSM2211614"
"5406","LOC101929819",92,102,93,163,178,164,119,111,128,150
"5407","LOC101929823",37,38,30,54,64,58,45,46,55,75
"5408","LINC01632",45,55,44,12,21,17,107,113,45,63
"5409","LOC101929828",7,6,4,11,11,9,7,8,9,11
"5410","LOC101929846",28,26,34,43,41,40,47,49,31,67
"5411","LOC101929861",0,0,0,0,0,0,0,0,0,0
"5412","LOC101929863",4,2,1,3,4,2,0,1,0,2
"5413","LINC02597",0,0,0,0,0,1,1,0,0,0
"5414","KLF11-DT",11,11,5,13,18,11,13,11,9,22
"5415","LOC101929894",12,13,7,16,14,17,12,10,12,20
"5416","IKBKB-DT",0,1,1,0,2,1,0,1,2,1
"5417","LOC101929898",9,13,8,10,11,8,8,4,5,10
"5418","FOXO6-AS1",5,2,5,0,0,2,13,7,4,5
"5419","LOC101929902",0,0,0,0,0,0,0,0,0,0
"5420","LOC101929908",1,3,4,3,6,7,2,6,6,12
"5421","LOC101929918",155,169,140,137,129,129,164,144,134,182
"5422","TEX51",0,0,0,0,0,0,0,0,0,0
"5423","LOC101929935",1,0,0,0,0,0,0,0,0,0
"5424","LOC101929937",146,138,105,107,118,108,176,142,146,174
"5425","ITGA6-AS1",1,1,0,0,1,0,1,1,0,0
"5426","LOC101929950",76,79,81,98,93,89,95,103,87,108
"5427","MACORIS",0,0,0,0,0,0,0,0,0,0
"5428","BMS1P14",23,28,25,31,38,38,35,29,29,47
"5429","LOC101929963",3,4,1,1,5,6,1,3,7,1
"5430",NA,2,1,2,5,4,8,4,4,1,5
"5431","LOC101929967",0,0,0,0,0,0,0,0,0,0
"5432","LOC101929974",39,30,23,62,73,66,49,47,83,123
"5433","LOC101929976",0,0,0,0,0,0,0,0,0,0
"5434","LOC101929977",48,38,29,58,56,64,41,35,44,48
"5435","PRAMEF27",0,1,1,1,0,0,0,0,0,0
"5436","LITAFD",1,1,0,1,0,1,2,2,3,0
"5437","LOC101929996",0,0,0,0,0,0,0,0,0,0
"5438","LOC101929998",1,0,0,3,0,3,1,1,1,1
"5439","RNF41",1049,1013,1060,1190,1258,1367,1518,1438,1432,1975
"5440","DST-AS1",0,1,1,2,3,0,1,1,3,0
"5441","LINC02391",4,3,0,6,10,7,5,2,5,9
"5442",NA,3,3,5,17,14,18,6,5,11,13
"5443","LOC101930028",0,0,0,1,0,0,1,0,0,0
"5444",NA,13,4,9,9,9,9,16,6,4,7
"5445",NA,7,13,5,10,7,11,9,8,3,9
"5446","LOC101930053",14,17,11,21,17,19,18,28,10,23
"5447","LOC101930071",11,10,9,8,5,16,15,12,10,15
"5448","HERPUD2-AS1",305,324,319,329,340,308,353,377,278,374
"5449","LOC101930091",1,1,0,3,2,1,1,0,0,2
"5450","RSPH1-DT",1,0,3,2,1,2,2,1,0,1
"5451","LOC101930100",36,45,36,56,57,71,41,41,36,33
"5452","FAM239A",223,224,195,404,426,409,195,224,199,276
"5453","LOC101930109",3,3,3,7,2,3,7,6,8,5
"5454","LOC101930112",41,69,43,47,54,42,45,43,24,38
"5455","HSD11B1-AS1",2,3,1,3,2,1,2,3,3,1
"5456","LOC101930129",15,15,12,27,32,25,20,21,19,27
"5457","LOC101930149",0,0,0,0,1,0,0,0,0,0
"5458","LINC02417",1,0,0,0,3,2,1,1,1,0
"5459","LINC02555",0,0,0,0,0,0,0,0,0,0
"5460","MTUS1-DT",5,3,3,14,6,9,7,12,14,18
"5461","LOC101930276",0,0,0,0,0,0,0,0,0,0
"5462","LINC02317",0,0,0,0,0,0,0,0,0,0
"5463",NA,288,237,227,324,321,315,240,193,256,262
"5464","GALNT7-DT",101,119,87,55,60,59,76,65,44,49
"5465","LOC101930420",80,79,77,68,65,72,102,108,74,104
"5466","LOC101930421",0,1,3,6,7,6,3,1,3,3
"5467","LOC101930434",4,8,7,6,2,4,8,7,5,6
"5468","LINC02367",38,45,44,57,51,50,53,65,48,72
"5469","LOC101930496",3,4,4,4,4,5,6,8,3,4
"5470","DNAAF3-AS1",13,15,9,14,15,9,15,13,21,25
"5471","LOC101930665",783,777,661,1178,1373,1139,1179,1210,1870,2499
"5472","LINC00945",0,0,0,0,0,0,0,0,0,0
"5473","LINC00380",0,0,0,0,0,0,0,0,0,0
"5474","LINC00367",1,2,0,0,1,0,1,0,0,1
"5475","LINC00397",4,5,5,9,7,5,4,2,9,5
"5476","LINC01030",0,0,0,0,0,0,0,0,1,0
"5477","TSHZ1",620,612,477,406,461,455,1238,1146,938,1151
"5478","ALG3",1260,1225,1157,1546,1491,1738,1313,1110,1670,2166
"5479","LINC00644",0,0,0,2,0,0,0,0,0,0
"5480","RNVU1-4",0,1,0,1,1,1,0,0,0,1
"5481","RNVU1-14",0,0,0,0,0,0,0,0,0,0
"5482","RNVU1-15",0,0,0,0,0,0,0,0,0,0
"5483","RNVU1-17",0,0,0,0,0,0,0,0,0,0
"5484","RNU6-9",8,6,10,5,6,8,13,9,9,7
"5485","RNVU1-3",1,2,1,1,2,1,1,1,2,1
"5486","RNVU1-1",1,0,0,0,0,0,0,2,0,0
"5487","RNU6-7",0,1,0,0,1,0,0,1,0,0
"5488","RNVU1-6",0,1,1,1,3,0,2,1,2,2
"5489","RNVU1-19",0,0,0,0,0,1,0,0,0,0
"5490","RNU6-8",13,11,11,15,9,15,6,5,9,14
"5491","PRMT3",672,712,718,970,987,953,896,928,981,1349
"5492","PSME3",3198,3184,3003,3273,3526,3490,3164,3391,3399,4589
"5493","LINC00970",0,0,0,0,0,0,0,1,0,1
"5494","PCAT14",2,5,1,4,2,2,15,18,18,9
"5495","MPHOSPH9",1462,1676,1419,1342,1480,1329,2092,2406,1668,2227
"5496","MPHOSPH10",824,814,832,1177,1194,999,1160,1314,1274,1814
"5497","ADAM10",3397,3429,3221,3714,4084,3868,3724,4140,3379,4374
"5498","CDK5",182,188,158,143,156,142,179,147,143,160
"5499","MPHOSPH6",604,721,642,658,681,687,634,728,593,853
"5500","NME6",821,819,748,691,731,716,950,938,732,911
"5501","DHRS2",17649,17693,16354,12847,14173,13384,23951,21655,20056,25015
"5502","CALCRL",8,12,6,11,7,7,8,12,13,13
"5503","EPC1-AS1",2,1,2,4,1,0,2,8,4,5
"5504","NUTF2",2317,2316,2174,2259,2558,2551,1795,1627,1782,2132
"5505","MPZL2",9,4,5,7,5,10,1,2,2,1
"5506","TRIM13",404,451,438,397,492,439,504,601,418,576
"5507","RASSF1-AS1",9,7,7,13,10,14,6,10,5,4
"5508","C2-AS1",2,1,3,1,1,0,3,2,3,0
"5509","PATJ",442,451,454,660,714,746,404,412,419,526
"5510","USPL1",499,498,440,642,715,574,627,674,624,882
"5511","EIF1",6770,6792,6326,9874,10894,10418,8341,8443,10600,13414
"5512","CDK6",4858,5262,4736,3675,4048,4007,3717,4142,2535,3538
"5513","TOPORS",1181,1253,1169,1372,1424,1392,1586,1748,1474,1936
"5514","FLOT1",3565,3417,3375,3708,3872,4300,3949,3588,4531,5667
"5515","DDX39A",2278,2100,2049,1949,2015,2218,2383,1934,2501,3109
"5516","PSMD14",2998,2983,2940,2726,3087,2789,3600,3724,2939,3846
"5517","SSX3",0,1,0,0,0,0,0,0,0,1
"5518","OLIG2",142,140,131,145,201,203,163,158,237,325
"5519","LINC00384",0,0,0,0,1,0,0,0,0,0
"5520","PCBP2-OT1",505,442,496,441,446,482,600,530,547,666
"5521","AK6",524,517,566,551,613,560,670,719,647,829
"5522","PRG4",41,44,47,48,53,41,63,59,39,70
"5523","CTDSPL",801,789,695,571,607,651,890,834,832,1051
"5524","ANGPTL7",1,0,0,1,0,0,1,1,2,1
"5525","KLRG1",26,41,15,44,47,37,36,41,31,47
"5526","FBXW7-AS1",25,21,30,48,66,55,16,12,17,19
"5527","CDK7",612,643,595,644,661,688,751,820,572,829
"5528","GDF11",1391,1443,1348,819,882,910,2804,2646,1724,2043
"5529","TRIB1",521,471,523,1117,1349,1320,686,643,1398,1885
"5530","CISTR",1,0,2,1,0,1,0,1,0,0
"5531","LINC01108",7,6,5,5,3,2,1,4,2,2
"5532","GPA33",26,37,37,41,37,45,25,12,19,28
"5533","SPACA6-AS1",19,23,12,9,8,13,30,20,15,21
"5534","ZNF443",69,71,61,61,59,51,87,84,76,88
"5535","CD96",117,110,110,157,145,155,68,79,91,130
"5536","PLIN3",3410,3251,2842,2727,2774,2905,2913,2648,2581,3312
"5537","MFSD10",1126,986,778,1021,942,1037,894,662,870,971
"5538","STX6",1114,1095,1013,1538,1574,1689,1140,1181,1151,1505
"5539","C11orf98",399,433,356,323,383,366,463,425,393,552
"5540","COQ7",173,200,185,171,188,177,232,255,220,262
"5541","NBR2",96,80,80,99,130,134,131,144,133,131
"5542","RCAN2",144,155,160,107,108,93,121,103,57,63
"5543","MSLN",224,208,182,115,114,104,142,139,65,109
"5544","LRRC23",278,227,241,261,240,264,220,169,206,299
"5545","LRRC17",40,34,37,64,70,94,48,46,71,79
"5546","RASGRP2",48,25,28,24,27,18,48,47,54,61
"5547","HNRNPR",5736,6004,5777,4935,5522,5300,8190,8818,6969,9157
"5548","SLC35B1",1163,1115,1113,1548,1751,1553,1254,1204,1477,1955
"5549","DCAF7",3288,3316,3076,3481,3824,3754,4131,3915,4026,5167
"5550","AP3S2",556,571,515,703,762,749,624,620,792,1010
"5551","CDK8",595,625,601,620,655,654,776,849,643,874
"5552","MRPS31",249,290,268,355,369,449,344,357,399,514
"5553","CALCOCO2",1099,1245,1138,1556,1689,1627,1538,1556,1472,1982
"5554","KCNMB2",6,8,3,7,4,10,6,2,4,4
"5555","GPHN",1087,1090,1113,1283,1440,1330,1167,1234,1208,1492
"5556","RABEPK",468,433,452,317,283,334,461,413,285,406
"5557","TIMM17B",1092,1000,930,1058,1055,1184,1007,768,1099,1259
"5558","SLC17A2",0,0,0,0,0,0,0,0,0,0
"5559","MIR5787",0,0,0,0,0,0,0,0,0,0
"5560","MIR6068",0,0,0,0,0,0,0,0,0,0
"5561","MIR6069",1,2,2,0,2,3,0,1,0,1
"5562","MIR6070",0,0,0,0,0,1,0,0,0,0
"5563","MIR6073",1,4,5,6,6,7,6,4,7,5
"5564","MIR6074",0,0,0,0,1,0,0,0,0,0
"5565","MIR6076",0,0,0,0,0,0,0,0,0,0
"5566","MIR6078",0,0,0,0,0,0,0,0,0,0
"5567","MIR6079",0,0,0,0,0,0,0,0,0,0
"5568","MIR6080",4,3,3,8,5,8,4,3,3,4
"5569","MIR6083",0,0,0,0,0,0,0,0,0,0
"5570","MIR6084",32,28,15,15,17,24,32,19,16,29
"5571","MIR6085",0,0,0,1,0,0,0,0,0,0
"5572","MIR6088",0,0,0,0,1,0,0,0,0,0
"5573","MIR6089",0,0,0,0,0,0,0,1,0,0
"5574","MIR6125",12,13,7,14,14,14,12,9,15,16
"5575","MIR6126",32,35,28,42,30,33,42,40,38,51
"5576","MIR6128",0,0,0,0,0,0,0,0,0,0
"5577","MIR378J",2,2,2,4,3,8,2,3,2,8
"5578","MIR6129",0,0,0,0,0,0,1,0,0,0
"5579","MIR6131",0,0,0,0,0,0,0,0,0,0
"5580","MIR6133",0,0,0,0,0,0,0,1,0,0
"5581","MIR6134",0,0,0,0,0,0,0,0,0,0
"5582","MIR6165",0,0,0,0,0,0,0,0,0,1
"5583","MIR6499",0,0,0,1,0,0,0,0,0,0
"5584","MIR548AY",0,0,0,0,0,0,0,0,0,0
"5585","MIR6501",79,66,76,75,80,83,85,69,104,97
"5586","MIR6502",0,0,0,0,0,0,0,0,0,1
"5587","MIR6503",0,0,0,0,0,0,0,0,0,0
"5588","MIR6504",0,1,0,0,0,0,0,0,0,0
"5589","MIR6506",11,9,11,20,13,15,11,14,9,16
"5590","MIR6507",0,0,0,0,0,0,0,0,0,0
"5591","MIR6509",0,0,0,0,0,0,0,0,0,0
"5592","MIR6512",0,1,2,0,2,1,0,0,0,1
"5593","MIR6513",31,32,36,41,48,62,38,23,36,51
"5594","MIR6514",1,1,1,3,2,0,1,1,0,1
"5595","MIR6715B",0,0,0,0,0,0,0,0,0,0
"5596","MIR6717",19,20,21,9,17,14,27,20,13,29
"5597","MIR6511B1",12,13,9,17,16,19,14,10,25,26
"5598","MIR6718",0,0,0,0,0,0,0,0,0,0
"5599","MIR6722",0,0,0,0,0,0,0,0,0,0
"5600","MIR6724-1",0,1,0,0,0,0,0,0,0,1
"5601","MIR6726",0,0,0,0,0,0,0,0,0,0
"5602","MIR6727",3,4,2,0,4,2,4,3,5,8
"5603","MIR6728",4,2,0,1,1,3,2,2,4,3
"5604","MIR6731",0,0,0,0,0,0,0,0,0,0
"5605","MIR6732",3,2,2,3,3,5,1,2,3,2
"5606","MIR6733",3,2,4,5,3,2,3,1,5,3
"5607","MIR6735",0,0,0,0,0,0,0,0,0,0
"5608","MIR6737",2,1,0,0,1,0,0,0,0,0
"5609","MIR6738",0,0,0,0,1,1,2,1,0,2
"5610","MIR6740",0,0,1,0,0,0,1,0,1,0
"5611","MIR6742",2,0,1,1,1,1,3,1,2,3
"5612","MIR6743",2,3,2,3,2,2,1,1,1,2
"5613","MIR6746",5,0,3,3,5,2,3,2,2,1
"5614","MIR6747",0,1,2,1,1,2,0,1,2,3
"5615","MIR6748",7,5,5,11,8,5,12,8,7,2
"5616","MIR6751",1,2,1,4,2,2,2,0,4,2
"5617","MIR6752",0,0,1,1,0,1,1,1,1,0
"5618","MIR6753",4,2,1,7,3,1,3,1,2,6
"5619","MIR6755",2,4,2,5,5,2,3,3,4,7
"5620","MIR6756",1,0,0,0,1,3,1,0,2,3
"5621","MIR6758",4,7,4,9,11,9,6,11,9,12
"5622","MIR6760",0,0,0,0,0,0,0,0,0,0
"5623","MIR6761",0,1,1,0,1,0,0,0,0,0
"5624","MIR6762",0,1,1,1,0,0,0,0,0,0
"5625","MIR6765",0,1,0,0,0,0,1,1,0,0
"5626","MIR6767",0,0,0,1,1,0,1,1,0,1
"5627","MIR6768",1,0,0,0,0,0,0,0,1,1
"5628","MIR6770-1",2,1,0,1,0,0,0,1,1,0
"5629","MIR6771",0,0,1,0,0,0,0,0,0,0
"5630","MIR6772",3,12,9,8,11,8,3,4,4,8
"5631","MIR6775",1,1,1,1,0,1,2,0,2,3
"5632","MIR6776",1,1,2,0,0,0,0,0,0,0
"5633","MIR6777",2,3,2,2,1,2,4,4,5,9
"5634","MIR6779",1,0,1,1,0,0,1,1,1,0
"5635","MIR6781",4,2,1,1,1,0,0,1,2,2
"5636","MIR6782",1,0,0,0,0,1,1,1,2,0
"5637","MIR6784",12,7,5,8,5,4,7,3,6,5
"5638","MIR6786",0,0,0,0,1,0,0,0,0,0
"5639","MIR6787",1,0,2,0,2,1,0,0,0,0
"5640","MIR6790",0,0,0,0,0,0,0,0,0,0
"5641","MIR6791",1,0,0,0,0,1,0,1,0,0
"5642","MIR6792",0,0,0,0,0,0,0,0,1,0
"5643","MIR6795",0,0,0,0,0,0,0,0,0,0
"5644","MIR6796",0,1,1,0,1,0,1,1,0,1
"5645","MIR6797",5,8,3,7,5,7,2,1,4,5
"5646","MIR6799",0,0,1,0,0,0,0,0,0,0
"5647","MIR6800",34,24,26,19,26,26,32,26,27,35
"5648","MIR6802",2,1,0,2,2,2,0,2,4,3
"5649","MIR6804",0,0,0,0,0,0,0,0,1,0
"5650","MIR6805",7,3,4,4,6,4,7,1,6,8
"5651","MIR6806",1,1,0,1,1,1,1,2,2,0
"5652","MIR6809",0,0,0,0,0,0,0,0,1,1
"5653","MIR6811",0,0,0,0,0,0,0,0,0,0
"5654","MIR6812",1,3,3,1,4,2,4,3,3,4
"5655","MIR6814",0,0,0,0,0,0,0,0,0,0
"5656","MIR6815",0,0,0,0,0,0,0,0,0,0
"5657","MIR6816",0,0,0,0,0,1,1,1,0,0
"5658","MIR6819",5,2,2,5,2,3,1,0,1,2
"5659","MIR6820",5,3,4,3,6,5,9,3,6,4
"5660","MIR6821",10,5,4,9,13,14,7,5,15,12
"5661","MIR6823",0,1,0,0,0,0,0,0,0,0
"5662","MIR6824",4,3,1,2,2,3,3,3,5,4
"5663","MIR6826",1,0,1,0,2,0,1,0,2,1
"5664","MIR6828",0,0,1,0,0,0,0,0,0,0
"5665","MIR6830",1,1,1,1,1,1,1,1,1,0
"5666","MIR6831",1,0,0,2,2,2,0,0,0,1
"5667","MIR6833",0,0,0,0,0,0,0,1,1,0
"5668","MIR6834",2,1,3,1,3,3,3,3,4,2
"5669","MIR6835",9,10,7,9,12,18,10,9,14,13
"5670","MIR6836",2,1,1,2,1,0,3,0,2,1
"5671","MIR6838",5,4,3,8,5,8,6,5,10,11
"5672","MIR6839",0,0,0,0,1,1,0,0,0,1
"5673","MIR6841",0,2,1,1,0,0,1,1,0,0
"5674","MIR6842",0,0,0,0,0,0,0,0,0,0
"5675","MIR6843",0,1,1,0,1,3,3,2,1,2
"5676","MIR6846",0,0,0,0,0,0,0,0,0,0
"5677","MIR6847",2,4,2,5,2,5,3,3,5,6
"5678","MIR6848",35,33,35,36,37,46,60,53,57,57
"5679","MIR6851",1,0,0,1,1,2,0,2,1,3
"5680","MIR6852",113,112,122,127,126,118,126,113,142,157
"5681","MIR6854",0,0,0,0,0,0,0,0,0,0
"5682","MIR6856",1,1,1,3,2,0,1,0,3,1
"5683","MIR6857",0,0,0,0,0,0,0,0,0,0
"5684","MIR6858",1,2,0,1,2,2,1,1,2,1
"5685","MIR6860",0,0,0,0,0,0,0,1,0,0
"5686","MIR6861",4,7,6,7,8,7,9,5,9,3
"5687","MIR6862-1",0,1,0,0,0,0,0,0,0,1
"5688","MIR6864",0,0,0,1,2,0,2,0,0,1
"5689","MIR6865",0,0,1,1,0,1,0,0,0,0
"5690","MIR6867",1,2,2,2,3,2,1,1,0,1
"5691","MIR6869",6,10,6,8,16,14,12,11,16,25
"5692","MIR6870",1,0,1,2,0,0,0,0,0,0
"5693","MIR6872",0,1,1,1,1,1,1,1,1,0
"5694","MIR6876",0,0,0,0,0,0,0,0,0,0
"5695","MIR6877",1,1,1,0,1,3,1,1,1,4
"5696","MIR6878",1,0,0,2,2,1,1,1,2,3
"5697","MIR6881",0,0,1,1,0,1,0,0,0,0
"5698","MIR6882",0,0,0,0,0,1,0,0,0,0
"5699","MIR6883",1,0,2,1,0,1,2,0,0,0
"5700","MIR6885",0,1,0,1,0,0,1,0,0,0
"5701","MIR6886",0,0,0,0,0,1,1,0,0,0
"5702","MIR6888",0,0,0,0,0,0,0,0,0,0
"5703","MIR6890",2,1,1,1,2,2,1,2,3,2
"5704","MIR6891",0,1,1,1,1,1,0,1,1,0
"5705","MIR6892",2,2,1,1,2,3,1,2,1,4
"5706","MIR6895",1,0,0,2,1,1,3,0,2,1
"5707","MIR7107",3,4,5,2,1,1,4,3,3,5
"5708","MIR7109",30,20,22,29,28,37,15,18,21,24
"5709","MIR7110",11,6,9,11,19,14,14,10,9,15
"5710","MIR7111",7,5,7,2,7,6,4,4,8,13
"5711","MIR7113",5,6,6,8,3,0,10,2,6,6
"5712","MIR6511A3",0,0,0,0,0,0,0,0,0,0
"5713","MIR6511A4",0,0,0,0,0,0,0,0,0,0
"5714","MIR7150",0,0,0,0,0,0,0,0,0,0
"5715","MIR7152",0,0,0,0,0,0,0,0,0,0
"5716","MIR7153",0,0,0,0,0,0,0,0,0,0
"5717","MIR7154",0,0,0,0,0,0,0,0,0,0
"5718","MIR7157",0,0,0,0,0,0,0,0,0,0
"5719","MIR7158",0,0,0,0,0,0,0,0,0,0
"5720","MIR7161",14,15,13,17,14,21,14,15,15,19
"5721","MIR7160",0,0,0,0,0,0,0,0,0,0
"5722","MIR486-2",1,0,0,0,0,0,0,0,0,0
"5723","MIR7702",0,0,0,0,0,0,0,0,0,0
"5724","MIR7703",70,75,81,56,76,68,91,73,61,95
"5725","MIR7704",1,1,1,0,1,1,2,1,0,1
"5726","MIR7706",3,1,2,4,3,2,0,2,4,4
"5727","MIR7843",0,0,0,0,0,0,0,0,0,0
"5728","MIR4433B",0,0,0,0,0,0,0,0,0,0
"5729","MIR7844",0,1,2,2,2,1,2,1,1,1
"5730","MIR7845",0,2,0,1,0,0,0,1,1,1
"5731","MIR7846",1,0,0,0,0,0,1,1,1,1
"5732","MIR7849",0,0,0,0,0,0,0,0,0,0
"5733","MIR7850",0,0,0,0,0,0,0,0,0,0
"5734","MIR7852",0,0,0,0,0,0,0,0,0,0
"5735","MIR7854",2,0,0,0,0,0,0,0,0,0
"5736","MIR7855",11,10,15,10,13,16,6,6,4,6
"5737","MIR7856",4,1,1,1,1,3,0,3,1,8
"5738","MIR548BA",0,0,0,0,0,0,0,0,0,0
"5739","MIR7973-2",0,0,0,0,0,0,0,0,0,0
"5740","MIR7974",1,0,0,0,0,0,0,0,0,0
"5741","MIR7976",0,1,1,0,0,1,0,0,1,0
"5742","MIR7977",0,0,0,0,0,0,0,0,0,0
"5743","MIR7978",0,0,0,0,0,0,0,0,0,0
"5744","MIR8054",0,0,0,0,0,0,0,0,0,0
"5745","MIR8055",2,0,0,2,2,2,0,0,3,3
"5746","MIR8056",0,0,0,0,0,0,0,0,0,0
"5747","MIR8058",0,0,0,0,0,0,1,0,0,0
"5748","MIR8060",0,0,0,0,0,0,0,0,0,0
"5749","MIR8062",0,0,0,0,0,0,0,0,0,0
"5750","MIR8064",0,0,0,0,1,0,0,0,0,0
"5751","MIR8065",0,0,0,0,0,0,0,0,0,0
"5752","MIR8066",0,0,0,0,0,0,0,0,0,0
"5753","MIR8067",0,0,0,0,0,0,0,0,0,0
"5754","MIR8070",0,1,0,0,0,0,0,0,0,0
"5755","MIR8071-1",0,0,0,0,0,0,0,0,0,0
"5756","MIR8073",0,0,1,0,0,1,0,0,0,0
"5757","MIR8074",0,0,0,0,0,0,0,0,0,0
"5758","MIR8075",10,4,9,12,4,9,13,5,13,13
"5759","MIR8077",0,0,0,0,0,0,0,0,0,0
"5760","MIR8079",0,0,0,0,0,0,0,0,0,0
"5761","MIR8080",0,0,0,0,0,0,0,0,0,0
"5762","MIR8082",0,0,0,0,0,0,0,0,0,0
"5763","MIR8085",1,1,1,1,1,0,1,1,1,0
"5764","MIR8086",1,0,0,0,0,0,0,0,0,0
"5765","MIR8087",0,0,0,0,0,0,0,0,0,0
"5766","MIR8089",1,0,0,0,1,1,1,0,0,0
"5767","MIR7112",4,4,2,5,2,5,1,2,3,4
"5768","MIR6862-2",0,1,0,0,0,0,0,0,0,1
"5769","MIR6770-2",0,0,0,0,0,0,0,0,0,0
"5770","MIR6859-2",6,6,5,5,5,9,3,3,5,5
"5771","MIR6859-3",6,8,6,6,5,8,3,3,4,5
"5772","MIR6072",0,0,0,0,0,0,0,0,0,0
"5773","MIR6719",0,0,0,1,0,0,0,0,0,0
"5774","MIR6763",2,0,0,1,1,0,0,0,0,0
"5775","MIR6807",1,3,1,1,1,3,1,0,2,2
"5776","MIR6829",0,0,0,1,0,1,0,0,0,1
"5777","MIR6850",7,6,3,4,5,5,4,3,8,9
"5778","MIR6511B2",0,0,0,0,1,0,0,0,0,0
"5779","MIR7847",4,5,3,1,2,2,2,2,2,2
"5780","MIR8081",0,1,1,1,2,0,0,1,0,0
"5781","MIR5739",0,0,0,0,1,0,0,0,0,0
"5782","MIR6075",1,5,6,3,3,2,0,0,1,0
"5783","MIR6090",1,1,1,0,1,1,0,1,1,0
"5784","MIR548AZ",0,0,0,0,0,0,0,0,0,0
"5785","MIR6715A",0,0,0,0,0,0,0,0,0,0
"5786","MIR6721",67,48,66,58,56,63,63,58,57,76
"5787","MIR6736",1,1,0,2,0,1,0,3,0,0
"5788","MIR6750",1,1,0,0,2,0,1,1,0,2
"5789","MIR6757",0,1,0,0,2,1,1,1,1,1
"5790","MIR6773",0,0,0,0,0,0,0,0,0,0
"5791","MIR6780A",0,0,0,0,0,0,0,0,0,0
"5792","MIR6794",0,0,0,0,0,0,0,0,1,0
"5793","MIR6810",1,0,0,0,1,0,1,0,1,0
"5794","MIR6817",1,0,1,0,0,1,1,0,2,0
"5795","MIR6825",0,1,1,1,0,0,1,1,1,0
"5796","MIR6844",1,0,1,1,0,1,1,1,1,2
"5797","MIR6853",0,0,0,0,0,0,0,1,1,1
"5798","MIR6769B",0,0,0,0,0,0,0,0,0,0
"5799","MIR6874",1,1,1,1,0,1,0,0,0,1
"5800","MIR6880",0,1,1,1,0,0,1,0,1,1
"5801","MIR6887",0,0,0,0,0,0,0,0,0,0
"5802","MIR7106",3,1,3,1,2,1,0,1,2,1
"5803","MIR7114",0,0,0,0,1,1,1,0,0,0
"5804","MIR6077",0,0,0,0,0,0,0,1,0,0
"5805","MIR7162",0,0,0,0,0,0,0,0,0,0
"5806","MIR7515",0,0,0,0,0,0,0,0,0,0
"5807","MIR1273H",0,0,0,0,0,0,0,0,0,0
"5808","MIR7973-1",0,0,0,0,0,0,0,0,0,0
"5809","MIR8061",0,0,0,0,0,0,1,0,0,0
"5810","MIR8069-1",1,1,2,1,1,1,1,2,1,0
"5811","MIR8076",1,0,1,0,1,0,0,0,0,0
"5812","MIR6770-3",0,0,0,0,0,0,0,0,0,0
"5813","MIR6511A1",0,0,0,0,0,0,0,0,0,0
"5814","MIR6741",3,2,0,4,2,5,2,1,2,3
"5815","MIR6893",1,1,2,1,1,1,1,1,1,1
"5816","MIR1199",0,0,0,0,1,0,0,0,0,0
"5817","MIR6071",0,1,0,0,1,0,0,0,1,0
"5818","MIR6081",1,0,0,0,0,0,1,0,0,0
"5819","MIR6086",0,0,0,0,0,0,0,0,0,0
"5820","MIR6127",0,0,0,0,0,0,0,0,0,0
"5821","MIR6132",0,0,0,0,0,0,0,0,0,0
"5822","MIR6500",0,0,0,0,0,0,0,0,0,0
"5823","MIR6505",1,0,1,0,0,0,2,0,1,1
"5824","MIR6510",6,9,8,7,11,13,1,0,1,1
"5825","MIR6515",1,1,0,1,1,0,1,1,0,1
"5826","MIR6716",47,49,42,39,46,40,45,29,32,24
"5827","MIR6720",23,19,18,3,9,10,21,16,15,11
"5828","MIR892C",0,0,0,0,0,0,0,0,0,0
"5829","MIR6730",0,0,0,1,0,0,0,0,0,1
"5830","MIR6734",2,2,2,2,2,5,3,2,3,3
"5831","MIR6739",4,2,3,5,3,4,3,6,1,4
"5832","MIR6744",0,0,0,0,0,0,0,0,0,0
"5833","MIR6745",0,1,1,0,0,1,0,0,0,0
"5834","MIR6749",0,1,1,0,0,3,0,0,0,1
"5835","MIR6754",0,0,0,1,1,1,0,0,0,0
"5836","MIR6759",2,3,2,1,1,4,1,1,2,3
"5837","MIR6764",1,2,1,1,1,1,3,4,2,6
"5838","MIR6769A",0,0,1,2,1,1,2,0,1,0
"5839","MIR6774",1,2,1,0,2,1,1,0,1,2
"5840","MIR6778",0,0,1,1,1,0,3,1,0,3
"5841","MIR6783",4,6,6,3,3,3,3,1,4,3
"5842","MIR6788",0,0,0,0,0,0,0,0,0,0
"5843","MIR6789",45,47,35,28,35,31,46,37,37,50
"5844","MIR6793",1,0,0,0,1,0,0,0,0,1
"5845","MIR6798",1,0,0,0,0,0,0,0,0,0
"5846","MIR6803",0,0,0,0,0,0,0,0,0,0
"5847","MIR6808",1,1,2,1,1,0,1,1,1,1
"5848","MIR6813",2,1,0,1,1,1,0,0,0,1
"5849","MIR6818",0,0,0,0,0,0,0,0,1,1
"5850","MIR6822",0,0,0,1,1,0,0,0,1,0
"5851","MIR6827",1,0,1,1,1,1,1,0,0,0
"5852","MIR6832",0,3,2,2,0,1,4,3,3,1
"5853","MIR6780B",0,0,0,0,0,2,0,0,0,0
"5854","MIR6840",15,11,9,9,10,12,8,6,11,16
"5855","MIR6845",5,5,4,0,5,4,1,3,3,1
"5856","MIR6849",2,1,1,2,3,2,2,1,5,2
