"","SYMBOL","GSM2211605","GSM2211606","GSM2211607","GSM2211608","GSM2211609","GSM2211610","GSM2211611","GSM2211612","GSM2211613","GSM2211614"
"21583","EFR3B",608,670,586,318,342,362,267,283,115,158
"21584","FOXD4",20,18,16,17,13,22,9,10,19,19
"21585","TCF25",2851,2675,2404,2626,2661,2723,2283,2012,1904,2463
"21586","NINL",754,761,645,758,856,904,1090,1023,969,1215
"21587","DIP2C",340,351,335,269,310,275,710,662,366,426
"21588","MAST1",231,221,187,167,151,163,307,230,286,330
"21589","PDCD11",2220,2119,2048,2197,2510,2505,2919,2719,3352,4321
"21590","ACIN1",3613,3640,3443,3927,4491,4459,4640,4211,4370,5775
"21591","SORCS3",19,14,14,46,34,45,8,4,12,12
"21592","SV2C",6,2,3,2,9,2,7,16,16,17
"21593","MYH15",329,321,297,369,405,404,91,95,143,170
"21594","FOXI1",1,1,0,0,0,0,0,0,0,0
"21595","PCNX1",4458,4524,4343,6195,6334,6413,5079,5272,5166,6676
"21596","KDM2A",2597,2319,2312,3231,3425,3571,2811,2575,3447,4149
"21597","HMGXB3",2468,2391,2308,3506,3650,3968,2543,2362,3180,3882
"21598","CEP131",1189,1201,1037,919,879,972,1077,912,875,1171
"21599","CEP152",762,835,793,871,951,910,979,1099,977,1347
"21600","TTC39A",231,254,249,361,409,461,344,355,405,489
"21601","IGSF9B",156,150,124,246,232,274,202,164,300,397
"21602","LIMCH1",2166,2101,2051,2289,2407,2636,3070,3186,3974,5498
"21603","RIMS1",16,28,23,24,24,15,23,15,18,26
"21604","ABCF1",3387,3295,3160,2895,3049,3078,3719,3304,3375,4177
"21605","ALDOC",164,108,132,250,217,227,322,297,532,562
"21606","FOXL1",1,1,0,0,2,1,0,0,1,0
"21607","WDFY3",2237,2308,2125,2641,2912,2809,2781,2889,2641,3512
"21608","DAAM1",703,822,714,875,958,876,964,1096,784,1046
"21609","MAPKBP1",838,790,750,1184,1273,1302,591,551,765,969
"21610","PLCH1",72,52,79,76,77,83,47,43,39,38
"21611","KLHDC10",587,702,607,630,671,686,755,757,709,861
"21612","FOXE3",1,2,1,0,0,0,2,2,2,2
"21613","RAB21",464,548,484,553,641,572,561,661,499,638
"21614","STK38L",580,658,641,741,767,794,807,976,810,1022
"21615","SPEN",3146,3027,2804,3264,3530,3664,3809,3871,4563,6278
"21616","FBXO21",1134,1217,1055,1219,1395,1439,1465,1459,1391,1916
"21617","GOLGA8A",2232,2125,2049,3111,3179,3074,2226,2087,2281,3145
"21618","EXOSC7",593,548,576,573,651,681,570,547,614,808
"21619","FAIM2",0,2,0,0,0,0,0,0,2,0
"21620","CNOT1",6101,6284,5888,7106,7717,7701,5282,5321,5683,7384
"21621","FOXJ1",2,1,2,4,2,5,1,3,2,9
"21622","SNRNP200",16282,15507,15474,17047,18057,19011,18524,16828,19805,24229
"21623","PALLD",6313,6798,6106,3534,3723,3649,6679,6711,3480,4587
"21624","TMCC1",557,544,515,521,598,586,670,659,407,565
"21625","PDZRN3",71,59,61,78,80,93,123,98,139,179
"21626","UNC13A",622,510,527,516,586,559,594,509,589,733
"21627","MYO16",77,98,99,217,236,232,132,108,149,211
"21628","KDM1A",3309,3495,3168,2436,2713,2716,4361,4476,3395,4526
"21629","RBM34",642,662,624,772,909,864,801,893,745,1039
"21630","FOXC2",1,0,0,0,0,1,0,0,0,3
"21631","KDM4B",635,594,491,1039,934,990,546,432,522,546
"21632","MAST3",358,374,297,465,463,508,426,354,389,489
"21633","USP33",1504,1575,1497,1947,1984,1984,1855,2114,1892,2451
"21634","DOP1A",284,308,254,432,457,416,360,381,307,435
"21635","SAMD4A",2697,2595,2462,2367,2595,2599,2590,2442,1917,2677
"21636","PHLPP2",1390,1444,1370,1283,1337,1378,1435,1599,1178,1560
"21637","ZNF292",975,1029,987,1789,1843,1796,1492,1664,1756,2199
"21638","PDZD2",231,239,202,253,290,271,145,151,130,157
"21639","WDTC1",948,938,758,1182,1261,1203,1273,1128,1489,1744
"21640","XPO7",2094,2179,2099,1818,2068,1990,2886,2879,2223,2822
"21641","FOXE1",0,0,0,0,0,0,0,1,0,0
"21642","MYT1L",15,21,12,15,14,17,8,16,15,27
"21643","MON2",1090,1237,1123,1959,2063,1970,1366,1586,1205,1698
"21644","PDXDC1",1838,1748,1641,2198,2279,2181,1922,1958,2000,2642
"21645","TNIK",756,704,728,572,510,520,819,823,537,716
"21646","KIF21B",819,818,697,943,1025,991,1032,898,1486,1869
"21647","PDS5B",1243,1274,1136,1052,1225,1146,1913,2014,1714,2463
"21648","FNBP1",773,732,733,693,758,701,1175,1108,782,1050
"21649","SMG1",5138,5205,4842,4376,4798,4548,5734,6287,4176,5664
"21650","FOXM1",7404,7329,6937,5404,5867,5618,6388,5863,6220,8152
"21651","ZHX3",1300,1256,1200,1380,1518,1476,1241,1138,1103,1495
"21652","ENDOD1",909,894,905,647,697,635,920,995,451,557
"21653","ZSWIM8",1486,1413,1247,1890,1879,1987,1542,1222,1690,2056
"21654","NCOA6",2496,2474,2364,2056,2308,2191,3411,3170,2626,3411
"21655","NMNAT2",99,95,104,199,229,206,101,121,158,172
"21656","CLUAP1",513,591,535,586,663,633,681,714,527,733
"21657","FOXD2",79,82,65,59,71,64,87,70,77,111
"21658","ZNF609",3664,3646,3397,3767,4124,4233,4313,3885,4101,5506
"21659","TBC1D9B",4315,3978,3848,4088,4203,4457,4541,3797,4496,5561
"21660","GGA2",1482,1474,1309,1215,1279,1373,1719,1566,1608,2133
"21661","WAPL",2120,2148,2069,2156,2402,2356,4204,4592,4014,5250
"21662","SETX",2155,2232,2186,3185,3501,3187,2735,3112,2995,3978
"21663","EMC1",3188,3115,2950,3301,3526,3573,3255,3003,3063,3862
"21664","CAND2",13,10,20,18,19,16,15,15,15,17
"21665","SETD1B",1208,1156,1007,1055,1223,1204,1390,1189,1343,1860
"21666","FOXS1",139,127,115,29,22,24,195,155,38,39
"21667","CMTR1",2334,2184,2056,2015,2091,2163,2934,2616,2216,2751
"21668","ERP44",1039,1094,1158,1495,1554,1443,1335,1350,1150,1440
"21669","HECW1",118,146,126,234,248,244,128,101,132,199
"21670","BLTP3B",694,710,631,804,895,897,868,1027,887,1168
"21671","SWAP70",1348,1371,1222,1640,1864,1715,1716,1737,1737,2234
"21672","RRP1B",1511,1546,1419,1261,1418,1446,1827,1766,1760,2417
"21673","MYCBP2",1576,1569,1643,1911,1988,2082,2227,2235,1989,2604
"21674","VWA8",619,633,661,793,879,891,743,868,768,942
"21675","FOXO1",215,238,230,402,466,522,387,399,503,668
"21676","AVL9",1715,1708,1608,2313,2414,2364,2163,2202,2299,2984
"21677","KDM4C",402,372,353,735,741,710,435,411,547,685
"21678","PPRC1",1749,1636,1605,1548,1716,1780,2017,1825,2653,3545
"21679","ERC1",3914,4021,3667,3635,4008,3889,2988,2849,2383,3138
"21680","EXPH5",458,514,471,383,411,418,517,535,558,747
"21681","TRIM35",610,619,628,1075,1169,1122,513,458,596,759
"21682","PEG10",87,73,69,80,88,85,156,168,117,198
"21683","FOXO3",871,902,780,1009,1126,1098,1328,1331,1303,1700
"21684","ZNF423",56,71,59,93,129,89,111,75,59,85
"21685","ZC3H13",1634,1745,1569,2132,2365,2149,2187,2394,2235,3083
"21686","ARHGAP26",294,323,294,363,407,451,304,308,305,403
"21687","TTLL5",949,925,860,890,1026,1039,1360,1456,1326,1669
"21688","SIPA1L3",585,574,467,574,581,616,557,486,670,769
"21689","KIF1B",2183,2370,2069,2702,3012,2934,2835,3153,2971,3936
"21690","IQSEC2",614,633,565,512,566,557,660,521,505,612
"21691","CDK19",747,757,735,951,1009,908,1157,1297,1255,1591
"21692","SARM1",375,371,329,407,480,469,358,347,441,548
"21693","ZBTB43",682,642,634,790,846,836,786,805,721,987
"21694","AKR1B1",3132,3079,2966,2400,2568,2689,2937,2782,2831,3399
"21695","FOXO3B",411,416,402,550,570,590,792,823,857,1127
"21696","MCF2L2",69,111,96,103,124,117,91,101,92,104
"21697","TBC1D2B",1635,1666,1515,1186,1246,1216,1412,1311,1017,1272
"21698","FSTL4",48,27,44,58,64,50,52,36,65,65
"21699","MRPS27",2046,2070,2018,1823,2090,2059,2476,2426,2176,2900
"21700","RAP1GAP2",992,928,868,1179,1253,1442,776,699,1014,1294
"21701","DDN",44,46,41,39,52,42,36,34,33,34
"21702","SPART",983,1046,1040,1390,1521,1482,1342,1431,1483,1869
"21703","TNRC6B",2953,3033,2747,3431,3782,3768,4243,4102,3931,5246
"21704","CUL9",2132,2087,1795,2507,2665,2681,2128,1904,2355,2877
"21705","NFASC",1390,1362,1286,1144,1317,1299,1069,866,971,1168
"21706","TOGARAM1",593,616,566,694,769,706,789,850,670,893
"21707","NPIPB3",535,530,562,720,759,796,586,517,687,835
"21708","TAB2",3048,3164,3022,3353,3765,3547,3903,4218,3591,4849
"21709","HIC2",708,705,570,906,970,977,748,659,993,1235
"21710","FLG",2252,2156,1979,1799,1959,2046,332,287,149,177
"21711","ATP10B",5,6,6,22,20,17,16,12,33,21
"21712","CLASP2",1196,1234,1107,1544,1689,1638,1375,1540,1557,2001
"21713","CAMTA2",604,557,497,921,963,983,676,588,790,1090
"21714","POGZ",2431,2419,2346,2817,2997,2871,3410,3175,3257,4109
"21715","COLGALT2",19,12,11,20,23,20,18,19,19,26
"21716","PLXND1",3983,3717,3414,2352,2233,2606,4021,3265,3225,3855
"21717","FLI1",4,3,4,3,0,2,1,0,0,0
"21718","ATG2A",1080,1020,789,1687,1742,1929,1005,813,1416,1742
"21719","GPATCH8",1832,1851,1732,2544,2813,2908,2040,2084,2596,3465
"21720","RAD54L2",1251,1299,1170,1578,1823,1837,1308,1283,1457,1940
"21721","PHF8",1155,1056,999,1028,1139,1248,1247,1121,989,1226
"21722","KDM6B",956,909,691,1494,1441,1476,2268,1871,2578,3331
"21723","EPB41L3",3070,3209,3050,2529,2708,3010,4336,4381,3310,4516
"21724","SMC5",1535,1699,1596,1782,1977,1886,1739,2032,1643,2337
"21725","N4BP3",145,153,145,356,321,402,150,114,400,439
"21726","MAST2",2976,2888,2551,2825,2874,3027,3279,2800,3074,3994
"21727","FLII",7644,7054,6897,5901,6361,6686,9846,8151,8279,10418
"21728","ZZEF1",1172,1113,955,1502,1545,1595,1312,1143,1407,1809
"21729","ANKLE2",2523,2525,2373,2310,2482,2534,2415,2214,2329,3140
"21730","DCUN1D4",1344,1486,1331,1424,1483,1483,2105,2338,1803,2373
"21731","LRCH1",402,393,384,510,505,546,478,528,530,704
"21732","ZC3H3",975,907,780,882,926,977,1086,942,1068,1380
"21733","SSPOP",25,13,19,18,20,15,24,10,15,13
"21734","NACAD",6,5,7,12,13,11,8,11,14,21
"21735","FCHO1",223,242,195,132,149,144,502,387,389,499
"21736","MLANA",22,11,14,21,24,21,23,17,25,25
"21737","FRMD4B",90,106,91,184,208,179,106,129,173,228
"21738","GRAMD4",586,534,498,529,571,576,572,492,490,609
"21739","CIC",3420,3282,2673,3453,3258,3354,4715,3599,3235,4176
"21740","NCDN",1074,1040,834,1091,1122,1280,1056,888,1166,1422
"21741","CLCC1",1063,1052,1011,1026,1199,1095,1296,1336,1121,1508
"21742","SEPTIN6",560,562,537,406,356,355,1167,1098,660,866
"21743","TBC1D9",729,804,750,522,527,547,844,851,478,569
"21744","FLNA",69060,64295,58665,44378,45953,49355,66436,53881,46377,56613
"21745","WDR43",2199,2306,2256,3083,3463,3441,2616,2868,2994,4176
"21746","SNX13",1234,1311,1284,1661,1796,1717,1725,1958,1418,1897
"21747","MAPK8IP3",1588,1336,1205,1603,1521,1654,1188,1022,1215,1588
"21748","GGA3",1350,1329,1221,1594,1739,1738,1068,916,1125,1438
"21749","MPRIP",8408,8081,7396,6961,7629,7773,13391,11682,12180,15998
"21750","NUP205",2317,2394,2244,2482,2700,2782,2983,3047,3273,4381
"21751","STAB1",100,89,76,78,88,81,108,77,88,124
"21752","EFR3A",3884,4140,3889,4407,4791,4405,5433,6166,4506,6050
"21753","RTF1",1386,1541,1328,1286,1500,1399,1501,1482,1134,1770
"21754","SLC35D1",426,446,442,727,757,775,487,549,492,680
"21755","FLNB",9502,9024,8734,6373,7049,7279,8850,7951,5805,7409
"21756","TTLL12",2055,2031,1762,1421,1497,1659,2364,1979,2259,2748
"21757","GPD1L",260,288,256,344,367,385,370,346,432,526
"21758","ABRAXAS2",380,426,393,557,625,606,644,686,685,966
"21759","METAP1",2140,2232,2115,2140,2369,2348,2771,2896,2835,3631
"21760","ZCCHC14",1816,1720,1627,1669,1756,1658,2030,1849,1678,2234
"21761","LPIN1",2142,2206,2039,2807,3093,3075,3503,3338,4184,5477
"21762","SEPTIN8",1733,1691,1621,1418,1470,1490,1654,1543,1197,1452
"21763","CEP68",532,580,540,485,521,508,830,852,605,704
"21764","PASK",729,745,662,567,693,631,852,802,989,1265
"21765","RGL1",290,308,242,440,499,433,382,328,233,312
"21766","FLNC",18753,16827,16110,13445,13947,15144,11635,9185,8742,10662
"21767","RFTN1",953,871,846,743,848,900,702,685,563,751
"21768","DIP2A",922,856,888,1152,1170,1189,892,846,818,979
"21769","MESD",1515,1503,1487,1501,1686,1485,1616,1611,1421,1759
"21770","LARP4B",446,434,400,467,503,475,524,477,462,590
"21771","RCOR1",569,535,460,515,581,510,821,858,756,942
"21772","PHLDB1",3103,3124,2634,2417,2475,2568,2652,2325,1701,2144
"21773","KANK1",357,332,319,420,396,400,268,270,378,439
"21774","FLOT2",1580,1529,1453,1122,1168,1319,1717,1425,1295,1501
"21775","UBXN4",1797,1828,1685,2543,2697,2541,2246,2521,2305,2956
"21776","CYFIP1",4510,4373,4181,4198,4441,4518,4586,4381,4040,4988
"21777","ATG4B",1210,1095,1033,1295,1429,1433,1258,1055,1350,1753
"21778","GANAB",14290,13928,12862,14494,15618,15182,14569,12972,13581,16393
"21779","FBXL7",294,274,284,238,240,216,479,446,403,514
"21780","MDN1",2518,2587,2504,3314,3876,3828,2839,2866,3483,4603
"21781","FAM120A",4470,4377,4158,3641,3873,3895,4924,4862,3760,5067
"21782","FAF2",2293,2530,2246,2581,2859,2682,2708,2823,2587,3368
"21783","PSME4",3931,4209,3934,5042,5671,5265,5330,6022,5040,6811
"21784","GSE1",2627,2495,2103,2421,2446,2501,2869,2597,2320,3023
"21785","ATP11B",1974,2064,1925,2141,2227,2143,2970,3413,2387,3219
"21786","FAM168A",2415,2443,2161,2762,3020,2917,2829,2534,2703,3414
"21787","PMPCA",1583,1478,1351,1502,1633,1704,1763,1430,1845,2213
"21788","ARL6IP1",3693,3884,3327,2530,2778,2676,5140,5818,4296,5766
"21789","ACSBG1",297,323,273,367,402,342,363,392,336,468
"21790","PLEKHM2",2148,2088,1916,2326,2339,2627,2563,2099,2727,3408
"21791","SYT11",544,599,532,358,358,307,850,803,381,504
"21792","MLC1",23,15,18,15,11,7,47,32,40,54
"21793","FLT1",49,33,51,42,73,54,5,6,9,17
"21794","JMJD6",922,831,788,981,1125,1078,748,691,870,1135
"21795","ZC3H4",988,919,807,916,1061,1044,1125,972,1042,1303
"21796","RRS1",820,784,827,673,774,787,755,673,764,981
"21797","SULF1",51,48,45,56,46,48,71,67,54,68
"21798","XPO6",2685,2534,2435,2678,2824,3060,2733,2431,3075,3943
"21799","PRRC2C",7220,7252,7279,8451,9453,9267,8555,8727,8555,11774
"21800","TBC1D1",3265,3371,3147,3041,3329,3478,4640,4679,4158,5589
"21801","ZFR2",0,0,0,0,0,0,0,1,3,4
"21802","NBEAL2",2381,2273,2004,2751,2865,3188,1801,1436,2140,2628
"21803","FBXO28",1050,1093,1056,1149,1310,1314,1208,1372,1109,1459
"21804","FLT3",0,0,0,0,0,0,0,0,1,1
"21805","DTX4",640,573,558,441,492,465,509,525,277,312
"21806","RHOBTB2",693,672,552,586,605,717,718,613,700,858
"21807","RRP12",1484,1303,1253,1730,1893,1946,1405,1241,1993,2370
"21808","SYNE2",2894,3417,3091,3809,4177,3921,4303,4717,4702,6437
"21809","NUP210",834,852,749,1011,1013,1069,807,668,1037,1278
"21810","PLCL2",229,240,206,343,374,347,191,191,147,213
"21811","ARHGEF9",473,423,432,545,668,613,614,604,565,725
"21812","FLT3LG",33,35,38,25,27,29,46,38,51,59
"21813","VPS13A",2424,2600,2356,2520,2910,2624,3988,4649,2877,4110
"21814","SEL1L3",2064,2171,2025,2571,3040,2970,1691,1678,1734,2255
"21815","TBC1D12",296,326,322,302,388,376,572,606,548,702
"21816","EXOC6B",1101,1237,1102,1188,1271,1288,1375,1452,1044,1378
"21817","DNAJC9",1800,1915,1710,1389,1562,1474,2168,2111,2112,2706
"21818","SIK2",1412,1392,1271,1235,1345,1365,1519,1454,1601,2012
"21819","PLCB1",268,305,271,191,204,193,434,440,225,310
"21820","ARC",490,477,380,1177,1082,1133,363,312,644,754
"21821","PHLPP1",361,354,337,205,255,237,502,527,459,561
"21822","FLT4",322,281,261,265,241,258,193,166,267,355
"21823","TMEM131L",816,826,764,660,660,710,879,883,744,995
"21824","PACS2",429,405,381,387,340,390,545,370,367,497
"21825","COBL",793,790,713,770,780,854,652,604,526,664
"21826","ANKRD28",2609,2534,2604,3880,4167,4275,3358,3584,3776,5056
"21827","PDS5A",4946,5146,4644,5164,5556,5554,5941,6660,5915,7747
"21828","ASTN2",359,348,339,468,485,536,269,259,251,265
"21829","BOP1",4636,4259,3583,3524,3803,4386,5224,4057,5719,6902
"21830","KATNIP",800,788,725,1023,1128,1089,713,637,790,977
"21831","RPRD2",1420,1412,1284,1439,1511,1531,1826,1816,1449,2039
"21832","ATP11A",3311,3068,2997,3712,3882,4125,4539,4059,4435,5656
"21833","MINAR1",107,121,113,190,234,162,142,134,181,273
"21834","OTUD3",1722,1724,1546,1754,1847,1764,1997,2159,1911,2724
"21835","ANKRD12",1158,1455,1303,2001,2107,2078,1808,2150,1942,2459
"21836","KAZN",512,531,451,541,559,602,550,495,627,775
"21837","MTCL1",1398,1340,1164,698,722,746,1499,1373,838,1131
"21838","SCFD1",974,1108,1099,1265,1349,1266,1396,1593,1168,1707
"21839","DENND5A",2295,2304,2253,2681,2887,3070,3004,3028,3522,4278
"21840","DDHD2",1105,1252,1046,1199,1313,1341,1177,1252,1111,1405
"21841","FMO1",0,0,0,0,0,0,1,1,0,0
"21842","CAMTA1",502,509,468,665,713,647,679,728,786,1123
"21843","PPIP5K2",1090,1147,1053,1234,1254,1248,1475,1641,1114,1558
"21844","MCF2L",372,354,325,722,672,522,668,580,488,595
"21845","ZC3H7B",3401,3388,2910,2708,2763,3015,3802,3331,3071,3824
"21846","EXOC7",3847,3757,3288,3724,3970,3987,3354,2793,2657,3234
"21847","ADGRL2",1614,1682,1514,1543,1711,1601,2240,2460,2046,2638
"21848","DNMBP",1805,1675,1779,3340,3713,3769,1315,1284,2676,3724
"21849","MGA",1829,1913,1781,2479,2676,2650,2036,2268,2322,3168
"21850","FMO2",1,1,1,0,0,0,1,0,0,1
"21851","TSPYL4",1111,1189,1111,840,988,905,1305,1214,960,1162
"21852","CAMSAP2",2093,2180,2016,2512,2749,2594,2519,2883,2541,3625
"21853","TASOR",2070,2274,1990,2484,2753,2644,2778,3182,2740,3743
"21854","CLEC16A",1343,1272,1113,1384,1417,1464,1361,1257,1327,1769
"21855","POFUT2",892,901,818,1138,1126,1176,848,774,958,1210
"21856","KLHL18",921,901,869,1257,1374,1512,1012,948,1285,1551
"21857","CLUH",3144,2900,2509,2626,2720,3062,2894,2305,3325,4009
"21858","NUP160",2589,2710,2482,2726,3032,3018,3770,3949,4107,5219
"21859","FMO3",4,4,7,3,0,0,2,2,2,2
"21860","MTUS2",25,31,39,37,41,35,42,47,26,48
"21861","CSTF2T",1123,1149,1101,818,960,912,1417,1350,1076,1426
"21862","ADGRL3",54,54,33,31,33,52,71,79,81,112
"21863",NA,82,89,79,217,205,197,135,133,129,174
"21864","WWC1",2128,2071,1912,1241,1410,1542,1447,1251,1202,1658
"21865","AGTPBP1",753,767,740,1000,1145,952,1055,1206,1002,1409
"21866","IQCE",1640,1635,1384,1112,1167,1140,1436,1277,1096,1473
"21867","FMO4",62,66,48,106,108,106,65,79,81,106
"21868","FBXW11",1535,1491,1453,1890,2150,2046,1812,1878,2004,2618
"21869","SMG6",898,939,838,1159,1309,1263,913,853,1025,1292
"21870","ANKS1A",1550,1519,1359,1802,1952,1965,1928,1782,1817,2415
"21871","MGRN1",960,930,826,1283,1339,1401,914,771,1033,1276
"21872","BICD2",2219,2073,2026,2494,2551,2754,2007,1859,2651,3317
"21873","FMO5",680,727,698,971,1013,1003,897,1014,1088,1407
"21874","ATMIN",2350,2425,2376,2252,2557,2372,2570,2851,2002,2786
"21875","EHBP1",1266,1395,1288,1385,1548,1499,1775,1962,1655,2318
"21876","WSCD1",107,125,119,95,90,112,162,137,135,152
"21877","KIF13B",825,829,757,1159,1177,1177,765,734,947,1310
"21878","UBR2",1184,1250,1192,1749,1969,1812,1570,1701,1744,2259
"21879","ACSL6",8,8,3,21,18,19,2,2,14,9
"21880","NEMP1",1562,1703,1545,1786,1974,1913,2373,2515,2754,3845
"21881","FKBP15",1225,1090,1181,1865,1961,2073,860,866,1016,1358
"21882","ICOSLG",224,214,196,290,335,332,123,101,199,213
"21883","SIN3B",1150,1079,988,1465,1541,1554,1092,986,1227,1437
"21884","FMOD",2,8,3,9,13,4,2,5,3,0
"21885","NCAPD3",1797,1913,1697,1596,1730,1733,2301,2318,2434,3269
"21886","DMXL2",1174,1224,1177,1396,1529,1459,1162,1260,979,1378
"21887","KIAA0930",4354,4287,3815,3014,3329,3359,4608,3960,3628,4564
"21888","SATB2",516,486,438,438,472,445,796,761,575,753
"21889","SLC9A8",1316,1212,1106,1513,1595,1687,1406,1293,1318,1706
"21890","CUX2",19,10,22,17,29,29,16,18,18,27
"21891","DNAJC13",2088,2222,1998,2644,2791,2725,2852,3224,2847,3808
"21892","TUT4",1466,1652,1526,2017,2131,1971,2071,2218,1995,2775
"21893","FMR1",755,834,786,1015,997,875,1211,1375,1091,1450
"21894","TRIM2",514,576,548,571,634,520,1086,1157,827,1123
"21895","RPGRIP1L",630,630,553,568,597,552,671,677,532,752
"21896","MAN2B2",685,695,649,695,727,787,675,572,582,682
"21897","WASHC4",1048,1188,1072,1068,1144,1093,1376,1566,884,1200
"21898","USP22",9570,9594,8294,8077,9387,9544,16526,15431,14191,19576
"21899","NEDD4L",2158,2079,2039,2725,3097,3024,1652,1715,2241,2863
"21900","SASH1",608,674,602,1037,1128,1100,845,799,994,1251
"21901","TBC1D30",87,95,76,102,91,104,126,101,149,172
"21902","TTC28",586,670,551,748,886,824,1115,921,856,1202
"21903","CLASP1",2664,2581,2512,3189,3480,3392,3211,3171,3164,4173
"21904","DPY19L1",2578,2693,2396,2154,2417,2100,2992,3164,2331,3069
"21905","SZT2",2530,2380,2134,3009,3316,3217,2291,2000,2182,2844
"21906","WDR7",473,460,457,608,643,591,647,635,650,857
"21907","SYNM",137,106,130,129,133,122,183,183,145,182
"21908","JADE2",1302,1242,1177,676,781,819,923,818,714,829
"21909","VPS39",1027,1037,913,855,903,855,904,814,458,601
"21910","AFF2",129,110,91,76,73,71,281,274,226,219
"21911","DNAJC16",608,658,589,873,917,837,714,761,620,837
"21912","ESYT1",4686,4727,4383,3704,3923,4088,4937,4447,4027,5071
"21913","SYNE1",999,989,931,1178,1277,1192,1170,1141,1024,1215
"21914","SMCHD1",3957,4007,3784,4272,4419,4416,4238,4986,4337,5864
"21915","DOCK9",509,481,470,794,900,976,497,516,656,781
"21916","PHF24",23,10,22,15,20,21,28,26,18,29
"21917","FN1",36080,31276,34300,38900,36353,38775,30602,25877,29676,32872
"21918","U2SURP",1904,1963,1926,2499,2655,2588,2646,3155,2902,3901
"21919","KHNYN",1993,1998,1808,2167,2329,2384,2407,2186,2181,2646
"21920","UBR4",9978,9878,9457,12111,13105,13075,10480,9796,10692,13782
"21921","SUN1",2845,2807,2453,2632,2854,2852,2822,2742,2657,3394
"21922","HAUS5",857,801,739,728,803,812,878,758,827,1078
"21923","VPS8",762,814,763,1137,1145,1093,999,1008,984,1268
"21924","ANGEL1",619,588,523,610,699,748,804,731,791,1054
"21925","USP24",2921,3046,2857,2988,3190,3160,3586,3903,3132,4297
"21926","ENTREP2",22,14,7,15,18,9,25,15,22,34
"21927","FNBP4",2103,2252,2211,2539,2837,2627,2958,3088,2812,3952
"21928","ZNF629",754,814,694,723,827,805,1074,919,991,1355
"21929","PSD3",1399,1418,1325,1178,1202,1318,2190,2328,1696,2217
"21930","OBSL1",1437,1361,1180,1048,926,1068,1402,1018,990,1147
"21931","ARHGEF12",3030,3177,2867,3078,3344,3405,4078,4376,3815,5016
"21932","MATCAP2",438,451,414,367,432,383,527,613,454,607
"21933","LARP1",7741,7425,7334,7127,8258,8553,9187,8552,9251,12662
"21934","PPP1R13B",204,225,203,269,274,269,331,282,365,438
"21935","PUM2",3734,3975,3715,4308,4600,4410,5172,5667,5119,6549
"21936","ARHGEF18",1560,1484,1378,1574,1695,1838,1267,1104,1540,1831
"21937","TNS2",758,839,630,490,553,563,1024,785,658,840
"21938","CRTC1",587,585,452,482,458,480,733,570,504,554
"21939","UFL1",679,726,657,1026,1139,958,941,1144,856,1164
"21940","RRP8",386,399,371,456,525,562,345,360,460,561
"21941","ICE1",3390,3437,3278,3451,3780,3550,4270,4640,3626,4885
"21942","SRGAP2",1867,1889,1640,1593,1770,1746,1858,1929,1867,2371
"21943","SMG5",4391,4270,3914,5658,5864,6426,5326,4740,7195,9026
"21944","AHCYL2",314,336,320,328,333,330,419,399,342,410
"21945","MAU2",634,588,568,845,870,894,747,606,848,1060
"21946","SPECC1L",2187,2296,2051,2056,2402,2422,2954,2893,2793,3550
"21947","NCSTN",1591,1577,1532,1719,1866,1770,1744,1691,1303,1661
"21948","NUDCD3",2246,2224,2044,2410,2535,2563,2820,2595,3124,3847
"21949","SIK3",900,840,786,913,968,1011,1075,1009,1039,1374
"21950","MED13L",2630,2633,2475,2791,2998,3073,3521,3407,3006,3912
"21951","FNTA",484,504,435,572,609,619,475,510,536,724
"21952","ZDHHC17",736,796,710,881,970,894,876,950,795,1038
"21953","ECPAS",3336,3505,3340,3364,3575,3488,3266,3398,2700,3565
"21954","ADNP",4908,5059,4956,4726,5019,4892,6990,7348,6008,7844
"21955","LARS2",805,773,690,833,932,968,878,754,934,1218
"21956","PIP5K1C",925,951,779,1000,1106,1201,1031,858,1154,1396
"21957","NCAPH",2603,2769,2527,1628,1776,1813,3392,3358,3096,4080
"21958","PPWD1",579,627,601,722,764,692,853,859,708,921
"21959","CTDNEP1",2213,2086,2036,1881,2105,2082,2561,2242,2306,3099
"21960","ATP13A2",2128,1798,1712,2267,2226,2569,1490,1226,1816,2200
"21961","FRAT2",104,110,87,106,118,117,248,259,219,290
"21962","FBXO46",299,297,253,252,233,288,443,351,377,443
"21963","EXOSC2",1356,1299,1387,1060,1238,1286,1549,1601,1678,2230
"21964","DICER1",1420,1499,1367,1566,1670,1625,2237,2506,1835,2697
"21965","COTL1",7899,7536,6790,7300,8139,8292,7358,6704,7472,10302
"21966","SIRT5",165,178,147,184,182,168,176,156,124,183
"21967","SIRT4",49,43,50,48,60,60,58,52,38,53
"21968","SIRT3",287,313,289,318,290,296,360,267,278,343
"21969","SIRT1",763,791,737,834,934,891,1257,1447,1170,1491
"21970","COMMD3",548,560,562,496,545,545,1016,1073,740,948
"21971","NCS1",2434,2422,2164,2216,2454,2612,2572,2472,2697,3538
"21972","ZFPM2",167,142,166,191,225,208,169,180,260,345
"21973","KCNH4",6,7,5,2,4,4,7,1,6,8
"21974","KCNH3",1144,1046,882,516,519,565,1127,860,891,1105
"21975","MLYCD",148,138,130,192,192,199,126,114,115,108
"21976","CRB1",7,6,2,2,3,2,3,3,2,2
